SEQ_ID	HMT_ID	Genus	Species	Strain	Contigs	Combined_Size	Habitat	Sequence_Source
SEQF3133	488	Saccharibacteria (TM7) [G-1]	bacterium HMT 488	FS13P	1	831234	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/202/465/GCA_010202465.1_ASM1020246v1
SEQF3134	488	Saccharibacteria (TM7) [G-1]	bacterium HMT 488	FS15P	1	931438	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/202/115/GCA_010202115.1_ASM1020211v1
SEQF3135	955	Saccharibacteria (TM7) [G-8]	bacterium HMT 955	FS14P	1	873056	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/202/265/GCA_010202265.1_ASM1020226v1
SEQF3136	955	Saccharibacteria (TM7) [G-8]	bacterium HMT 955	FS17P	1	885960	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/201/925/GCA_010201925.1_ASM1020192v1
SEQF3137	488	Saccharibacteria (TM7) [G-1]	bacterium HMT 488	AC002	1	847999	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/100/845/GCA_013100845.1_ASM1310084v1
SEQF3138	488	Saccharibacteria (TM7) [G-1]	bacterium HMT 488	CM001	1	856991	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/099/195/GCA_013099195.1_ASM1309919v1
SEQF3139	488	Saccharibacteria (TM7) [G-1]	bacterium HMT 488	CM002	1	877855	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/099/015/GCA_013099015.1_ASM1309901v1
SEQF3140	955	Saccharibacteria (TM7) [G-8]	bacterium HMT 955	CM003	1	835009	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/098/855/GCA_013098855.1_ASM1309885v1
SEQF3141	488	Saccharibacteria (TM7) [G-1]	bacterium HMT 488	CM006	1	893660	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/100/825/GCA_013100825.1_ASM1310082v1
SEQF3142	955	Saccharibacteria (TM7) [G-8]	bacterium HMT 955	CM009	1	841891	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/098/655/GCA_013098655.1_ASM1309865v1
SEQF3143	488	Saccharibacteria (TM7) [G-1]	bacterium HMT 488	CM010	1	839600	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/098/515/GCA_013098515.1_ASM1309851v1
SEQF3144	488	Saccharibacteria (TM7) [G-1]	bacterium HMT 488	FS03P	1	858111	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/100/805/GCA_013100805.1_ASM1310080v1
SEQF3145	708	Actinomyces	oricola	R5292	78	2930686	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/104/015/GCA_004104015.1_ASM410401v1
SEQF3146	17	Anaerococcus	octavius	UMB0119	18	1979036	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/847/745/GCA_002847745.1_ASM284774v1
SEQF3147	17	Anaerococcus	octavius	NCTC9810	2	1914290	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/445/265/GCA_900445265.1_51765_E01
SEQF3148	636	Bosea	vestrisii	3192	19	5893227	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/717/005/GCA_006717005.1_ASM671700v1
SEQF3149	50	Corynebacterium	macginleyi	CCUG 32361	56	2419073	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/688/935/GCA_003688935.1_ASM368893v1
SEQF3150	835	Corynebacterium	mucifaciens	ATCC 700355	25	2185664	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/396/315/GCA_012396315.1_ASM1239631v1
SEQF3151	747	Erythromicrobium	ramosum	JCM 10282	10	3240350	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/828/055/GCA_009828055.1_ASM982805v1
SEQF3152	689	Fusobacterium	naviforme	ATCC 25832	23	2400574	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/014/445/GCA_003014445.1_ASM301444v1
SEQF3153	101	Neisseria	perflava	UMB0023	28	2319022	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/863/305/GCA_002863305.1_ASM286330v1
SEQF3154	548	Peptoniphilus	asaccharolyticus	DSM 20463	17	2232586	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/176/115/GCA_900176115.1_IMG-taxon_2503982046_annotated_assembly
SEQF3155	24	Schlegelella	thermodepolymerans	DSM 15344	48	3830945	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/933/415/GCA_002933415.1_ASM293341v1
SEQF3156	24	Schlegelella	thermodepolymerans	DSM 15264	35	4033925	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/342/465/GCA_004342465.1_ASM434246v1
SEQF3157	261	Segetibacter	aerophilus	NBRC 106135	79	5893322	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/991/655/GCA_007991655.1_ASM799165v1
SEQF3158	725	Treponema	pectinovorum	ATCC 700769	6	2319274	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/573/895/GCA_900573895.1_PRJEB29053
SEQF3159	213	Leptotrichia	hongkongensis	JMUB5056	2	2284180	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/990/635/GCA_007990635.1_ASM799063v1
SEQF3160	24	Schlegelella	thermodepolymerans	DSM 15344	28	3835611	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/349/825/GCA_003349825.1_ASM334982v1
SEQF3161	50	Corynebacterium	macginleyi	NML 120205	40	2349818	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/688/955/GCA_003688955.1_ASM368895v1
SEQF3162	50	Corynebacterium	macginleyi	NML 080212	77	2417567	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/688/975/GCA_003688975.1_ASM368897v1
SEQF3163	689	Fusobacterium	naviforme	CCUG 50052	48	2417850	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/801/825/GCA_008801825.1_ASM880182v1
SEQF3164	689	Fusobacterium	naviforme	NCTC13121	2	2434506	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/450/945/GCA_900450945.1_52700_A01
SEQF3165	725	Treponema	pectinovorum	Marseille-2-CSURP6642	119	2222979	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/497/565/GCA_900497565.1_PRJEB27758
SEQF3166	725	Treponema	pectinovorum	Marseille-4-CSURP7639	62	2140854	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/497/585/GCA_900497585.1_PRJEB27761
SEQF3167	725	Treponema	pectinovorum	Marseille-3-CSURP7641	10	2224027	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/497/595/GCA_900497595.1_PRJEB27760
SEQF3168	725	Treponema	pectinovorum	Marseille-1-CSURP6641	12	2246732	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/566/195/GCA_900566195.1_PRJEB27756
SEQF3169	677	Streptococcus	mitis	NCTC 12261	1	1868883	Nasal,Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/585/GCA_000148585.3_ASM14858v3
SEQF3170	488	Saccharibacteria (TM7) [G-1]	bacterium HMT 488	HB001	1	847999	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/394/755/GCA_013394755.1_ASM1339475v1
SEQF3171	42	Mogibacterium	timidum	W9173	2	1859163	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/394/805/GCA_013394805.1_ASM1339480v1
SEQF3172	340	Brevibacterium	paucivorans	UMB1301	940	2999495	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/871/875/GCA_002871875.1_ASM287187v1
SEQF3173	61	Streptococcus	sp. HMT 061	F0704	1	1765730	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/394/695/GCA_013394695.1_ASM1339469v1
SEQF3174	902	Capnocytophaga	sp. HMT 902	W10638	1	2837214	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/394/735/GCA_013394735.1_ASM1339473v1
SEQF3175	102	Oribacterium	sp. HMT 102	W9097	2	2527423	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/394/775/GCA_013394775.1_ASM1339477v1
SEQF3176	903	Capnocytophaga	sp. HMT 903	W10654	2	2584129	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/394/785/GCA_013394785.1_ASM1339478v1
SEQF3177	223	Leptotrichia	sp. HMT 223	F0708	4	2584194	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/394/795/GCA_013394795.1_ASM1339479v1
SEQF3178	417	Leptotrichia	sp. HMT 417	F0703	5	2528148	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/394/865/GCA_013394865.1_ASM1339486v1
SEQF3179	81	Peptostreptococcaceae [XI][G-7]	bacterium HMT 081	W5028	5	2575607	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/394/875/GCA_013394875.1_ASM1339487v1
SEQF3180	169	Actinomyces	sp. HMT 169	F0496	1	3040651	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/394/715/GCA_013394715.1_ASM1339471v1
SEQF3181	248	Fusobacterium	sp. HMT 248	Marseille-P2749	6	1809170	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/705/GCA_900095705.1_PRJEB15286
SEQF3182	619	Porphyromonas	gingivalis	KCOM 2797	44	2394377	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/204/455/GCA_002204455.1_ASM220445v1
SEQF3183	619	Porphyromonas	gingivalis	SJD5	194	2275493	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/206/065/GCA_002206065.1_SJD5
SEQF3184	619	Porphyromonas	gingivalis	SJD4	147	2249706	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/206/085/GCA_002206085.1_SJD4
SEQF3185	619	Porphyromonas	gingivalis	SJD11	156	2298088	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/206/105/GCA_002206105.1_SJD11
SEQF3186	619	Porphyromonas	gingivalis	SJD12	146	2264936	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/208/045/GCA_002208045.1_SJD12
SEQF3187	619	Porphyromonas	gingivalis	WW5127	119	2367137	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/529/125/GCA_002529125.1_ASM252912v1
SEQF3188	619	Porphyromonas	gingivalis	WW3039	132	2334097	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/529/145/GCA_002529145.1_ASM252914v1
SEQF3189	619	Porphyromonas	gingivalis	WW2903	115	2377665	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/529/155/GCA_002529155.1_ASM252915v1
SEQF3190	619	Porphyromonas	gingivalis	WW2866	123	2314500	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/529/185/GCA_002529185.1_ASM252918v1
SEQF3191	619	Porphyromonas	gingivalis	WW5019	149	2307097	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/529/205/GCA_002529205.1_ASM252920v1
SEQF3192	619	Porphyromonas	gingivalis	WW2881	484	2478925	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/529/215/GCA_002529215.1_ASM252921v1
SEQF3193	619	Porphyromonas	gingivalis	WW3040	122	2218119	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/529/235/GCA_002529235.1_ASM252923v1
SEQF3194	619	Porphyromonas	gingivalis	WW2931	103	2319756	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/529/285/GCA_002529285.1_ASM252928v1
SEQF3195	619	Porphyromonas	gingivalis	WW2952	162	2314846	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/529/345/GCA_002529345.1_ASM252934v1
SEQF3196	619	Porphyromonas	gingivalis	WW2885	196	2402406	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/529/355/GCA_002529355.1_ASM252935v1
SEQF3197	619	Porphyromonas	gingivalis	WW3102	149	2293608	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/529/365/GCA_002529365.1_ASM252936v1
SEQF3198	619	Porphyromonas	gingivalis	WW2842	95	2250271	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/529/375/GCA_002529375.1_ASM252937v1
SEQF3199	619	Porphyromonas	gingivalis	WW2096	116	2333958	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/529/425/GCA_002529425.1_ASM252942v1
SEQF3200	619	Porphyromonas	gingivalis	KCOM 3131	1	2359159	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/935/GCA_002753935.1_ASM275393v1
SEQF3201	619	Porphyromonas	gingivalis	KCOM 2799	1	2469365	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/955/GCA_002753955.1_ASM275395v1
SEQF3202	619	Porphyromonas	gingivalis	KCOM 2801	1	2478317	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/975/GCA_002753975.1_ASM275397v1
SEQF3203	619	Porphyromonas	gingivalis	KCOM 2802	1	2374087	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/754/015/GCA_002754015.1_ASM275401v1
SEQF3204	619	Porphyromonas	gingivalis	KCOM 2803	1	2353912	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/754/035/GCA_002754035.1_ASM275403v1
SEQF3205	619	Porphyromonas	gingivalis	KCOM 2804	1	2463791	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/754/055/GCA_002754055.1_ASM275405v1
SEQF3206	619	Porphyromonas	gingivalis	KCOM 2805	1	2482917	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/754/075/GCA_002754075.1_ASM275407v1
SEQF3207	619	Porphyromonas	gingivalis	KCOM 3001	1	2353520	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/754/095/GCA_002754095.1_ASM275409v1
SEQF3208	619	Porphyromonas	gingivalis	KCOM 2796	1	2476166	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/754/115/GCA_002754115.1_ASM275411v1
SEQF3209	619	Porphyromonas	gingivalis	KCOM 2798	1	2410673	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/754/135/GCA_002754135.1_ASM275413v1
SEQF3210	619	Porphyromonas	gingivalis	KCOM 2800	1	2254720	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/754/155/GCA_002754155.1_ASM275415v1
SEQF3211	619	Porphyromonas	gingivalis	TDC 60	1	2334880	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/892/555/GCA_002892555.1_ASM289255v1
SEQF3212	619	Porphyromonas	gingivalis	UBA8864	70	1783976	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/514/485/GCA_003514485.1_ASM351448v1
SEQF3213	619	Porphyromonas	gingivalis	381OKJP	127	2325530	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/862/255/GCA_003862255.1_ASM386225v1
SEQF3214	619	Porphyromonas	gingivalis	H3	165	2311066	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/214/925/GCA_004214925.1_ASM421492v1
SEQF3215	619	Porphyromonas	gingivalis	CP3	118	2251246	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/214/945/GCA_004214945.1_ASM421494v1
SEQF3216	619	Porphyromonas	gingivalis	3_3	72	2312663	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/215/GCA_900157215.1_Strain_3-3
SEQF3217	619	Porphyromonas	gingivalis	7BTORR	72	2248982	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/225/GCA_900157225.1_7BTORR
SEQF3218	619	Porphyromonas	gingivalis	SU60	53	2257351	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/235/GCA_900157235.1_YH522
SEQF3219	619	Porphyromonas	gingivalis	15_9	68	2252483	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/245/GCA_900157245.1_15-9
SEQF3220	619	Porphyromonas	gingivalis	ATCC 49417	77	2424225	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/255/GCA_900157255.1_ATCC49417
SEQF3221	619	Porphyromonas	gingivalis	A7A1_28	22	2222676	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/265/GCA_900157265.1_A7A1-28
SEQF3222	619	Porphyromonas	gingivalis	84_3	50	2325183	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/275/GCA_900157275.1_84-3
SEQF3223	619	Porphyromonas	gingivalis	13_1	68	2341110	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/285/GCA_900157285.1_13-1
SEQF3224	619	Porphyromonas	gingivalis	11A	89	2304118	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/295/GCA_900157295.1_11A
SEQF3225	619	Porphyromonas	gingivalis	3A1	56	2343280	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/325/GCA_900157325.1_3A1
SEQF3226	619	Porphyromonas	gingivalis	AFR5B1	88	2290524	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/345/GCA_900157345.1_AFR-5B1
SEQF3228	686	Streptococcus	mutans	TCI-101	141	1816188	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/228/745/GCA_000228745.2_SMUT4-NEX_2-101
SEQF3229	686	Streptococcus	mutans	TCI-109	146	1801671	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/228/765/GCA_000228765.2_SMUT4-NEX_3-109
SEQF3230	686	Streptococcus	mutans	TCI-11	141	1799918	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/228/785/GCA_000228785.2_SMUT3-NEX_4-11
SEQF3231	686	Streptococcus	mutans	TCI-110	135	1809107	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/228/805/GCA_000228805.2_SMUT4-NEX_4-110
SEQF3232	686	Streptococcus	mutans	TCI-116	60	1929685	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/228/825/GCA_000228825.2_SMUT4-NEX_5-116
SEQF3233	686	Streptococcus	mutans	TCI-120	159	1776899	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/228/845/GCA_000228845.2_SMUT4-NEX_7-120
SEQF3234	686	Streptococcus	mutans	TCI-123	109	1890503	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/228/865/GCA_000228865.2_SMUT4-NEX_8-123
SEQF3235	686	Streptococcus	mutans	TCI-125	96	1861689	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/228/885/GCA_000228885.2_SMUT4-NEX_9-125
SEQF3236	686	Streptococcus	mutans	TCI-138	131	1805076	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/228/905/GCA_000228905.2_SMUT4-NEX_10-138
SEQF3237	686	Streptococcus	mutans	TCI-143	157	1776306	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/228/925/GCA_000228925.2_SMUT4-NEX_11-143
SEQF3238	686	Streptococcus	mutans	TCI-145	99	1877792	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/228/945/GCA_000228945.2_SMUT4-NEX_12-145
SEQF3239	686	Streptococcus	mutans	TCI-146	143	1785489	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/228/965/GCA_000228965.2_SMUT4-NEX_21-146
SEQF3240	686	Streptococcus	mutans	TCI-148	120	1819408	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/228/985/GCA_000228985.2_SMUT4-NEX_25-148
SEQF3241	686	Streptococcus	mutans	TCI-149	117	1822635	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/005/GCA_000229005.2_SMUT4-NEX_34-149
SEQF3242	686	Streptococcus	mutans	TCI-151	121	1820468	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/025/GCA_000229025.2_SMUT4-NEX_50-151
SEQF3243	686	Streptococcus	mutans	TCI-152	101	1851396	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/045/GCA_000229045.2_SMUT4-NEX_57-152
SEQF3244	686	Streptococcus	mutans	TCI-153	55	1927654	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/065/GCA_000229065.2_SMUT4-NEX_62-153
SEQF3245	686	Streptococcus	mutans	TCI-154	120	1818945	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/085/GCA_000229085.2_SMUT4-NEX_78-154
SEQF3246	686	Streptococcus	mutans	TCI-162	130	1817871	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/105/GCA_000229105.2_SMUT5-NEX_3-162
SEQF3247	686	Streptococcus	mutans	TCI-163	92	1897877	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/125/GCA_000229125.2_SMUT5-NEX_4-163
SEQF3248	686	Streptococcus	mutans	TCI-164	115	1829200	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/145/GCA_000229145.2_SMUT5-NEX_5-164
SEQF3249	686	Streptococcus	mutans	TCI-169	59	1927770	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/165/GCA_000229165.2_SMUT5-NEX_6-169
SEQF3250	686	Streptococcus	mutans	TCI-170	86	1899487	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/185/GCA_000229185.2_SMUT5-NEX_7-170
SEQF3251	686	Streptococcus	mutans	TCI-173	112	1872679	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/205/GCA_000229205.2_SMUT5-NEX_9-173
SEQF3252	686	Streptococcus	mutans	TCI-176	128	1794749	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/225/GCA_000229225.2_SMUT5-NEX_12-176
SEQF3253	686	Streptococcus	mutans	TCI-177	110	1882948	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/245/GCA_000229245.2_SMUT5-NEX_21-177
SEQF3254	686	Streptococcus	mutans	TCI-179	126	1818201	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/265/GCA_000229265.2_SMUT5-NEX_34-179
SEQF3255	686	Streptococcus	mutans	TCI-187	127	1765562	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/285/GCA_000229285.2_SMUT5-NEX_57-187
SEQF3256	686	Streptococcus	mutans	TCI-191	120	1832015	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/305/GCA_000229305.2_SMUT5-NEX_62-191
SEQF3257	686	Streptococcus	mutans	TCI-196	90	1898193	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/325/GCA_000229325.2_SMUT5-NEX_93-196
SEQF3258	686	Streptococcus	mutans	TCI-201	146	1770853	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/345/GCA_000229345.2_SMUT6-NEX_2-201
SEQF3259	686	Streptococcus	mutans	TCI-202	115	1820309	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/365/GCA_000229365.2_SMUT6-NEX_3-202
SEQF3260	686	Streptococcus	mutans	TCI-204	136	1847156	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/385/GCA_000229385.2_SMUT6-NEX_4-204
SEQF3261	686	Streptococcus	mutans	TCI-210	135	1809350	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/405/GCA_000229405.2_SMUT6-NEX_5-210
SEQF3262	686	Streptococcus	mutans	TCI-212	194	1771432	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/425/GCA_000229425.2_SMUT6-NEX_6-212
SEQF3263	686	Streptococcus	mutans	TCI-218	136	1789375	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/445/GCA_000229445.2_SMUT6-NEX_8-218
SEQF3264	686	Streptococcus	mutans	TCI-219	131	1809266	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/465/GCA_000229465.2_SMUT6-NEX_9-219
SEQF3265	686	Streptococcus	mutans	TCI-220	145	1790639	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/485/GCA_000229485.2_SMUT6-NEX_10-220
SEQF3266	686	Streptococcus	mutans	TCI-222	101	1861625	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/505/GCA_000229505.2_SMUT6-NEX_11-222
SEQF3267	686	Streptococcus	mutans	TCI-223	134	1809565	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/525/GCA_000229525.2_SMUT6-NEX_12-223
SEQF3268	686	Streptococcus	mutans	TCI-224	133	1797735	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/545/GCA_000229545.2_SMUT6-NEX_21-224
SEQF3269	686	Streptococcus	mutans	TCI-227	130	1802905	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/565/GCA_000229565.2_SMUT6-NEX_25-227
SEQF3270	686	Streptococcus	mutans	TCI-228	109	1859995	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/585/GCA_000229585.2_SMUT6-NEX_34-228
SEQF3271	686	Streptococcus	mutans	TCI-234	106	1854930	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/605/GCA_000229605.2_SMUT6-NEX_50-234
SEQF3272	686	Streptococcus	mutans	TCI-239	86	1898217	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/625/GCA_000229625.2_SMUT6-NEX_57-239
SEQF3273	686	Streptococcus	mutans	TCI-242	61	1914397	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/645/GCA_000229645.2_SMUT6-NEX_62-242
SEQF3274	686	Streptococcus	mutans	TCI-243	66	1914702	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/665/GCA_000229665.2_SMUT6-NEX_78-243
